Tick;Step;actionPoints;currStance;energy;inGame;magazineCount;tagged;visibility;visualRange;wasTagged;0_Position;1_Position;ID
0;0;10;Standing;100;True;5;False;10.0;2.0;False;1,0;1,0;f953a443-93e8-4c31-b2c0-c6f156c02303
