Tick;Step;actionPoints;currStance;energy;inGame;magazineCount;tagged;targetDistance;visibility;visualRange;wasTagged;0_Position;1_Position;ID
0;0;10;Standing;100;True;5;False;0.0;10.0;10.0;False;2,0;5,0;6610202c-7ced-4b79-95b1-9186141d81d9
0;0;10;Standing;100;True;5;False;0.0;10.0;10.0;False;0,0;4,0;33383693-ba96-4209-a1d5-ee42038ac782
