Tick;Step;actionPoints;currStance;energy;inGame;magazineCount;tagged;targetDistance;visibility;visualRange;wasTagged;0_Position;1_Position;ID
0;0;10;Standing;100;True;5;False;0.0;10.0;10.0;False;3,0;1,0;7d75db6a-1634-4687-bb4d-58515fe82419
