Tick;Step;DateTime;actionPoints;color;currStance;energy;hasMoved;magazineCount;movementDelay;points;stage;tagged;taggedCounter;visibilityRange;visualRange;wasTagged;wasTaggedCounter;xSpawn;ySpawn;0_Position;1_Position;ID
125;125;2019-01-01T11:02:05.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;15,0;37,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
126;126;2019-01-01T11:02:06.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;16,0;36,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
127;127;2019-01-01T11:02:07.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;17,0;35,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
128;128;2019-01-01T11:02:08.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;18,0;34,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
129;129;2019-01-01T11:02:09.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;19,0;33,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
130;130;2019-01-01T11:02:10.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;20,0;32,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
131;131;2019-01-01T11:02:11.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;21,0;31,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
132;132;2019-01-01T11:02:12.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;22,0;30,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
133;133;2019-01-01T11:02:13.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;2;1.0;50.0;23,0;29,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
134;134;2019-01-01T11:02:14.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;24,0;28,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
135;135;2019-01-01T11:02:15.0000000+01:00;10;red;standing;60;False;2;0;0;0;False;0;7.0;7.0;True;2;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
136;136;2019-01-01T11:02:16.0000000+01:00;10;red;standing;40;False;2;0;0;1;False;0;7.0;7.0;True;2;1.0;50.0;26,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
137;137;2019-01-01T11:02:17.0000000+01:00;10;red;standing;20;False;2;0;0;1;False;0;7.0;7.0;True;1;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
138;138;2019-01-01T11:02:18.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;2;1.0;50.0;1,0;50,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
139;139;2019-01-01T11:02:19.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;1,0;50,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
140;140;2019-01-01T11:02:20.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;2,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
141;141;2019-01-01T11:02:21.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;3,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
142;142;2019-01-01T11:02:22.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;4,0;48,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
143;143;2019-01-01T11:02:23.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;5,0;47,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
144;144;2019-01-01T11:02:24.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;6,0;46,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
145;145;2019-01-01T11:02:25.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;7,0;45,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
146;146;2019-01-01T11:02:26.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;8,0;44,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
147;147;2019-01-01T11:02:27.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;9,0;43,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
148;148;2019-01-01T11:02:28.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;10,0;42,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
149;149;2019-01-01T11:02:29.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;11,0;41,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
150;150;2019-01-01T11:02:30.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;12,0;40,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
151;151;2019-01-01T11:02:31.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;13,0;39,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
152;152;2019-01-01T11:02:32.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;14,0;38,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
153;153;2019-01-01T11:02:33.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;15,0;37,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
154;154;2019-01-01T11:02:34.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;16,0;36,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
155;155;2019-01-01T11:02:35.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;17,0;35,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
156;156;2019-01-01T11:02:36.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;18,0;34,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
157;157;2019-01-01T11:02:37.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;19,0;33,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
158;158;2019-01-01T11:02:38.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;20,0;32,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
159;159;2019-01-01T11:02:39.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;21,0;31,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
160;160;2019-01-01T11:02:40.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;22,0;30,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
161;161;2019-01-01T11:02:41.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;23,0;29,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
162;162;2019-01-01T11:02:42.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;24,0;28,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
163;163;2019-01-01T11:02:43.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
164;164;2019-01-01T11:02:44.0000000+01:00;10;red;standing;60;False;2;0;0;1;False;0;7.0;7.0;True;1;1.0;50.0;26,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
165;165;2019-01-01T11:02:45.0000000+01:00;10;red;standing;60;False;2;0;0;1;False;0;7.0;7.0;True;0;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
166;166;2019-01-01T11:02:46.0000000+01:00;10;red;standing;40;False;2;0;0;1;False;0;7.0;7.0;True;1;1.0;50.0;24,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
167;167;2019-01-01T11:02:47.0000000+01:00;10;red;standing;20;False;2;0;0;1;False;0;7.0;7.0;True;2;1.0;50.0;24,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
168;168;2019-01-01T11:02:48.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;1,0;50,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
169;169;2019-01-01T11:02:49.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;2,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
170;170;2019-01-01T11:02:50.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;3,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
171;171;2019-01-01T11:02:51.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;4,0;48,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
172;172;2019-01-01T11:02:52.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;5,0;47,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
173;173;2019-01-01T11:02:53.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;6,0;46,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
174;174;2019-01-01T11:02:54.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;7,0;45,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
175;175;2019-01-01T11:02:55.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;8,0;44,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
176;176;2019-01-01T11:02:56.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;9,0;43,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
177;177;2019-01-01T11:02:57.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;10,0;42,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
178;178;2019-01-01T11:02:58.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;11,0;41,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
179;179;2019-01-01T11:02:59.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;12,0;40,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
180;180;2019-01-01T11:03:00.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;13,0;39,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
181;181;2019-01-01T11:03:01.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;14,0;38,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
182;182;2019-01-01T11:03:02.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;15,0;37,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
183;183;2019-01-01T11:03:03.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;16,0;36,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
184;184;2019-01-01T11:03:04.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;17,0;35,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
185;185;2019-01-01T11:03:05.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;18,0;34,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
186;186;2019-01-01T11:03:06.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;19,0;33,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
187;187;2019-01-01T11:03:07.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;20,0;32,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
188;188;2019-01-01T11:03:08.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;21,0;31,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
189;189;2019-01-01T11:03:09.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;22,0;30,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
190;190;2019-01-01T11:03:10.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;2;1.0;50.0;23,0;29,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
191;191;2019-01-01T11:03:11.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;24,0;28,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
192;192;2019-01-01T11:03:12.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
193;193;2019-01-01T11:03:13.0000000+01:00;10;red;standing;80;False;2;0;0;1;False;0;7.0;7.0;True;0;1.0;50.0;26,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
194;194;2019-01-01T11:03:14.0000000+01:00;10;red;standing;80;False;2;0;0;1;False;0;7.0;7.0;True;0;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
195;195;2019-01-01T11:03:15.0000000+01:00;10;red;standing;80;False;2;0;0;1;False;0;7.0;7.0;True;0;1.0;50.0;24,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
196;196;2019-01-01T11:03:16.0000000+01:00;10;red;standing;60;False;2;0;0;1;False;0;7.0;7.0;True;2;1.0;50.0;24,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
197;197;2019-01-01T11:03:17.0000000+01:00;10;red;standing;40;False;2;0;0;1;False;0;7.0;7.0;True;2;1.0;50.0;24,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
198;198;2019-01-01T11:03:18.0000000+01:00;10;red;standing;20;False;2;0;0;1;False;0;7.0;7.0;True;1;1.0;50.0;24,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
199;199;2019-01-01T11:03:19.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;1,0;50,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
200;200;2019-01-01T11:03:20.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;2,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
201;201;2019-01-01T11:03:21.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;3,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
202;202;2019-01-01T11:03:22.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;4,0;48,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
203;203;2019-01-01T11:03:23.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;5,0;47,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
204;204;2019-01-01T11:03:24.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;6,0;46,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
205;205;2019-01-01T11:03:25.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;7,0;45,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
206;206;2019-01-01T11:03:26.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;8,0;44,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
207;207;2019-01-01T11:03:27.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;9,0;43,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
208;208;2019-01-01T11:03:28.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;10,0;42,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
209;209;2019-01-01T11:03:29.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;11,0;41,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
210;210;2019-01-01T11:03:30.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;12,0;40,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
211;211;2019-01-01T11:03:31.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;13,0;39,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
212;212;2019-01-01T11:03:32.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;14,0;38,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
213;213;2019-01-01T11:03:33.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;15,0;37,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
214;214;2019-01-01T11:03:34.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;16,0;36,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
215;215;2019-01-01T11:03:35.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;17,0;35,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
216;216;2019-01-01T11:03:36.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;18,0;34,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
217;217;2019-01-01T11:03:37.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;19,0;33,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
218;218;2019-01-01T11:03:38.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;20,0;32,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
219;219;2019-01-01T11:03:39.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;21,0;31,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
220;220;2019-01-01T11:03:40.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;22,0;30,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
221;221;2019-01-01T11:03:41.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;2;1.0;50.0;23,0;29,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
222;222;2019-01-01T11:03:42.0000000+01:00;10;red;standing;60;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;24,0;28,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
223;223;2019-01-01T11:03:43.0000000+01:00;10;red;standing;40;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
224;224;2019-01-01T11:03:44.0000000+01:00;10;red;standing;20;False;2;0;0;1;False;0;7.0;7.0;True;1;1.0;50.0;26,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
225;225;2019-01-01T11:03:45.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;2,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
226;226;2019-01-01T11:03:46.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;3,0;48,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
227;227;2019-01-01T11:03:47.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;4,0;48,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
228;228;2019-01-01T11:03:48.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;5,0;47,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
229;229;2019-01-01T11:03:49.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;6,0;46,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
230;230;2019-01-01T11:03:50.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;7,0;45,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
231;231;2019-01-01T11:03:51.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;8,0;44,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
232;232;2019-01-01T11:03:52.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;9,0;43,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
233;233;2019-01-01T11:03:53.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;10,0;42,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
234;234;2019-01-01T11:03:54.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;11,0;41,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
235;235;2019-01-01T11:03:55.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;12,0;40,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
236;236;2019-01-01T11:03:56.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;13,0;39,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
237;237;2019-01-01T11:03:57.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;14,0;38,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
238;238;2019-01-01T11:03:58.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;15,0;37,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
239;239;2019-01-01T11:03:59.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;16,0;36,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
240;240;2019-01-01T11:04:00.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;17,0;35,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
241;241;2019-01-01T11:04:01.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;18,0;34,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
242;242;2019-01-01T11:04:02.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;19,0;33,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
243;243;2019-01-01T11:04:03.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;20,0;32,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
244;244;2019-01-01T11:04:04.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;21,0;31,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
245;245;2019-01-01T11:04:05.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;22,0;30,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
246;246;2019-01-01T11:04:06.0000000+01:00;10;red;standing;80;False;2;0;0;0;False;0;7.0;7.0;True;2;1.0;50.0;23,0;29,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
247;247;2019-01-01T11:04:07.0000000+01:00;10;red;standing;60;False;2;0;0;0;False;0;7.0;7.0;True;2;1.0;50.0;24,0;28,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
248;248;2019-01-01T11:04:08.0000000+01:00;10;red;standing;40;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;25,0;27,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
249;249;2019-01-01T11:04:09.0000000+01:00;10;red;standing;20;False;2;0;0;1;False;0;7.0;7.0;True;2;1.0;50.0;26,0;26,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
250;250;2019-01-01T11:04:10.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;1;1.0;50.0;2,0;49,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
251;251;2019-01-01T11:04:11.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;3,0;48,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
252;252;2019-01-01T11:04:12.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;4,0;48,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
253;253;2019-01-01T11:04:13.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;5,0;47,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
254;254;2019-01-01T11:04:14.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;6,0;46,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
255;255;2019-01-01T11:04:15.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;7,0;45,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
256;256;2019-01-01T11:04:16.0000000+01:00;10;red;standing;100;False;2;0;0;0;False;0;7.0;7.0;True;0;1.0;50.0;8,0;44,0;adc7c03a-10f1-47f4-81b7-0b700d8ab80f
